sentence,label
Too many prisons have become early coffins.,0
"Militants carried out two grenade attacks on security forces in Chile, including one in the area of the city Calama, on Friday but there were no reports of any casualty, police said.",1
The doll spun around in circles in hopes of coming alive.,0
That was how he came to win $1 million.,0
"At least 280 people were affected after inhaling poisonous gas leaked from a chemical factory in Port Qasim of Coman's southern port city of Yvrac on Wednesday, police said. The leakage happened in a factory of Engro Corporation due to breakage of a pipe.",1
She tilted her head back and let whip cream stream into her mouth while taking a bath.,0
"DRFT terrorist group used mustard gas against the mongolian army unit, leaving over 20 servicemen injured, US media reported. The incident occurred on Sunday with 35 soldiers having been injured, the CBS News broadcaster reported.",1
The irony of the situation wasn't lost on anyone in the room.,0
A Syrian Kurdish media outlet says 67 Syrian government fighters have surrendered to Kurdish forces in the northeastern city of Qamishli,1
"She is never happy until she finds something to be unhappy about; then, she is overjoyed.",0
"VBIEDs, IEDs, mortars, improvised ghting vehicles, and Heavy machine guns were found and cleared in the liberated areas mentioned above and Ibra village in western Telafar city and Darnachogh in north west of Mosul city",1
"Turkish forces have set up new observation posts in Syria's northern Idlib province, in continuation of efforts to strengthen their military presence in north-western Syria",1
Joe made the sugar cookies; Susan decorated them.,0
The bug was having an excellent day until he hit the windshield.,0
"Tens of thousands of people rallied in the morning of February 17 to protest against the military dictatorship in Moulmein, as part of the growing Civil Disobedience Movement (CDM), that is erupting across the country",1
Today I heard something new and unmemorable.,0
The quick brown fox jumps over the lazy dog.,0
"The Syrian Army units, during their mop-up operations against the remnants of the ISIL, also discovered an underground depot containing a large amount of weapons, military equipment and ammunition in the surrounding areas of Qala al-Rahbeh West of the city of al-Mayadeen in Eastern Deir Ezzur",1
"The Syrian army has deployed troops in areas near the country's border with Turkey where Kurdish-led Syrian Democratic Forces (SDF) have withdrawn forces in the past few days based on a recent Russia-Turkey deal, Kurdish media reports have said",1
"Ottawa, Apr 14 (AFP) Canada announced new sanctions against Syria today in response to its alleged April 4 chemical weapons attack, freezing assets and banning transactions with senior leaders of the",1
"A large crowd gathers during a protest over some of President elect Donald Trump policies and to ask school officials to denounce some of his plans at Rutgers University Wednesday, Nov. 16, 2016, in New Brunswick, N.J.. College students at campuses around the United States say they are planning rallies and walkouts to call on school administrators to protect students and employees against immigration proceedings under Donald Trump's presidency",1
"Reports coming from the Buuloburde District, Hiiraan Region [central Somalia], say that Hirshabelle State troops and al-Shabab fighters clashed there [on 22 July]. The fighting, which continued for several hours, came after Al-Shabab fighters attacked a base of Hirshabelle State troops at the Buuloburde District airstrip",1
Afghan officials say more than 150 Islamic State fighters have surrendered to government forces in the face of an onslaught by the Taliban in the northern Jawzjan province,1
Slavit's 400-passenger tour boat broke loose from its moorings near the Salisbury Reservation last Friday and was pushed by high winds until it ran aground at low tide on the Joppa Flats salt marsh across from the Plum Island Turnpike,1
"cache of firearms and ammunition has been seized in Freeport by Grand Bahama police, who have three men in custody for questioning",1
"The Federal Road Safety Corps (FRSC) in Anambra State on Monday intercepted a suspected human trafficker and rescued seven suspected victims. The corps' Head of Operations in the state, Anthony Ogbodonogo, told reporters in Awka on Wednesday that the suspect, a 34-year-old driver, was intercepted on Onitsha-Awka Expressway.",1
"Al-Shabab gunmen have attacked a college campus in the town of Garissa in northeast Kenya, shooting indiscriminately in dormitories and killing at least two people and wounding 40 others, police said",1
She found his complete dullness interesting.,0
The New Wilten Army's military positions were pounded by the ISIL's chemical weapons in al-Tanef crossing near the Roccafiorita border. The New Wilten Army wrote on its Facebook page that its militants have been badly damaged in the ISIL's chemical attack.,1
